%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1553973765032923423,85.0,107.0,12.0,0.0,0.0,0.0
1553973765081817957,89.0,100.0,12.0,0.0,0.0,0.0
1553973765135621058,88.0,106.0,12.0,0.0,0.0,0.0
1553973765188197722,89.0,100.0,12.0,0.0,0.0,0.0
1553973765237465452,92.0,103.0,12.0,0.0,0.0,0.0
1553973765290602300,90.0,103.0,12.0,0.0,0.0,0.0
1553973765340236820,92.0,100.0,12.0,0.0,0.0,0.0
1553973765393009112,86.0,107.0,13.0,0.0,0.0,0.0
1553973765442249559,89.0,101.0,12.0,0.0,0.0,0.0
1553973765495431896,87.0,106.0,14.0,0.0,0.0,0.0
1553973765544681216,89.0,101.0,13.0,0.0,0.0,0.0
1553973765597906854,90.0,101.0,14.0,0.0,0.0,0.0
1553973765651050261,86.0,102.0,11.0,0.0,0.0,0.0
1553973765700318800,89.0,99.0,12.0,0.0,0.0,0.0
1553973765753517877,87.0,109.0,12.0,0.0,0.0,0.0
1553973765802754433,90.0,101.0,13.0,0.0,0.0,0.0
1553973765855918110,88.0,106.0,13.0,0.0,0.0,0.0
1553973765905212298,88.0,99.0,13.0,0.0,0.0,0.0
1553973765958327691,91.0,100.0,13.0,0.0,0.0,0.0
1553973766007577241,86.0,104.0,12.0,0.0,0.0,0.0
1553973766060707283,91.0,101.0,13.0,0.0,0.0,0.0
1553973766110007631,87.0,108.0,12.0,0.0,0.0,0.0
1553973766163195262,89.0,100.0,12.0,0.0,0.0,0.0
1553973766216359443,90.0,104.0,12.0,0.0,0.0,0.0
1553973766265603276,83.0,99.0,12.0,0.0,0.0,0.0
1553973766318786755,90.0,100.0,12.0,0.0,0.0,0.0
1553973766368043901,87.0,105.0,12.0,0.0,0.0,0.0
1553973766421267351,91.0,102.0,12.0,0.0,0.0,0.0
1553973766474412494,87.0,108.0,14.0,0.0,0.0,0.0
1553973766523653474,87.0,99.0,12.0,0.0,0.0,0.0
1553973766576828502,92.0,103.0,12.0,0.0,0.0,0.0
1553973766626059583,86.0,101.0,12.0,0.0,0.0,0.0
1553973766679251434,90.0,101.0,12.0,0.0,0.0,0.0
1553973766728505760,88.0,108.0,12.0,0.0,0.0,0.0
1553973766781685139,92.0,101.0,13.0,0.0,0.0,0.0
1553973766830972007,88.0,107.0,12.0,0.0,0.0,0.0
1553973766884109447,85.0,99.0,12.0,0.0,0.0,0.0
1553973766937259235,89.0,102.0,12.0,0.0,0.0,0.0
1553973766986532108,86.0,101.0,12.0,0.0,0.0,0.0
1553973767039709968,90.0,101.0,12.0,0.0,0.0,0.0
1553973767088983976,87.0,107.0,13.0,0.0,0.0,0.0
1553973767142109385,90.0,100.0,11.0,0.0,0.0,0.0
1553973767191681761,87.0,106.0,13.0,0.0,0.0,0.0
1553973767244567125,86.0,98.0,13.0,0.0,0.0,0.0
1553973767293976808,88.0,101.0,13.0,0.0,0.0,0.0
1553973767347036019,84.0,100.0,13.0,0.0,0.0,0.0
1553973767400243264,88.0,100.0,13.0,0.0,0.0,0.0
1553973767449520106,85.0,106.0,12.0,0.0,0.0,0.0
1553973767502681560,89.0,99.0,13.0,0.0,0.0,0.0
1553973767551964990,86.0,106.0,13.0,0.0,0.0,0.0
1553973767605045224,87.0,99.0,13.0,0.0,0.0,0.0
1553973767654285606,90.0,101.0,13.0,0.0,0.0,0.0
1553973767707456973,88.0,103.0,12.0,0.0,0.0,0.0
1553973767756833682,89.0,100.0,13.0,0.0,0.0,0.0
1553973767809869871,85.0,105.0,11.0,0.0,0.0,0.0
1553973767863045619,88.0,99.0,12.0,0.0,0.0,0.0
1553973767912316947,87.0,105.0,12.0,0.0,0.0,0.0
1553973767965654652,86.0,99.0,12.0,0.0,0.0,0.0
1553973768014801210,91.0,102.0,14.0,0.0,0.0,0.0
1553973768067925277,87.0,104.0,13.0,0.0,0.0,0.0
1553973768117134304,91.0,101.0,12.0,0.0,0.0,0.0
1553973768170634583,86.0,107.0,13.0,0.0,0.0,0.0
1553973768219553263,86.0,98.0,12.0,0.0,0.0,0.0
1553973768272743072,86.0,104.0,14.0,0.0,0.0,0.0
1553973768321990431,86.0,99.0,16.0,0.0,0.0,0.0
1553973768375154869,89.0,99.0,12.0,0.0,0.0,0.0
1553973768428274769,84.0,104.0,14.0,0.0,0.0,0.0
1553973768477485837,90.0,100.0,14.0,0.0,0.0,0.0
1553973768530759913,86.0,107.0,14.0,0.0,0.0,0.0
1553973768579926078,89.0,99.0,14.0,0.0,0.0,0.0
1553973768633143068,88.0,104.0,14.0,0.0,0.0,0.0
1553973768682400261,89.0,100.0,13.0,0.0,0.0,0.0
1553973768735625995,89.0,99.0,15.0,0.0,0.0,0.0
1553973768784808971,85.0,105.0,15.0,0.0,0.0,0.0
1553973768838005140,87.0,100.0,15.0,0.0,0.0,0.0
1553973768891281545,85.0,106.0,16.0,0.0,0.0,0.0
1553973768940448728,88.0,99.0,16.0,0.0,0.0,0.0
1553973768993683066,91.0,101.0,14.0,0.0,0.0,0.0
1553973769042887423,86.0,101.0,12.0,0.0,0.0,0.0
1553973769096061390,91.0,101.0,14.0,0.0,0.0,0.0
1553973769149258679,88.0,108.0,14.0,0.0,0.0,0.0
1553973769198483898,91.0,101.0,18.0,0.0,0.0,0.0
1553973769251661257,89.0,110.0,16.0,0.0,0.0,0.0
1553973769300907484,88.0,100.0,16.0,0.0,0.0,0.0
1553973769354071406,91.0,104.0,13.0,0.0,0.0,0.0
1553973769403603824,89.0,103.0,16.0,0.0,0.0,0.0
1553973769456516305,93.0,104.0,15.0,0.0,0.0,0.0
1553973769506016748,92.0,114.0,21.0,0.0,0.0,0.0
1553973769559143735,95.0,104.0,19.0,0.0,0.0,0.0
1553973769612098538,93.0,115.0,20.0,0.0,0.0,0.0
1553973769661555378,93.0,104.0,40.0,0.0,0.0,0.0
1553973769714562950,96.0,108.0,50.0,0.0,0.0,0.0
1553973769763795806,89.0,107.0,115.0,0.0,0.0,0.0
1553973769816955698,96.0,107.0,127.0,0.0,0.0,0.0
1553973769866227553,96.0,119.0,172.0,3.0,0.0,0.0
1553973769919352689,101.0,110.0,224.0,8.0,0.0,0.0
1553973769968622094,106.0,124.0,238.0,6.0,0.0,0.0
1553973770021795031,104.0,110.0,207.0,10.0,0.0,0.0
1553973770071061505,103.0,114.0,218.0,6.0,0.0,0.0
1553973770124803301,98.0,112.0,198.0,5.0,0.0,0.0
1553973770177735708,97.0,106.0,144.0,0.0,0.0,0.0
1553973770226975609,93.0,116.0,170.0,0.0,0.0,0.0
1553973770280310955,99.0,108.0,213.0,0.0,0.0,0.0
1553973770329572238,95.0,113.0,154.0,0.0,0.0,0.0
1553973770382600203,91.0,101.0,154.0,0.0,0.0,0.0
1553973770431417168,94.0,104.0,145.0,0.0,0.0,0.0
1553973770484628967,89.0,105.0,118.0,0.0,0.0,0.0
1553973770534235051,94.0,105.0,181.0,2.0,0.0,0.0
1553973770587202043,93.0,113.0,145.0,0.0,0.0,0.0
1553973770640250250,104.0,109.0,228.0,0.0,0.0,0.0
1553973770689452077,97.0,116.0,203.0,0.0,0.0,0.0
1553973770742673107,93.0,101.0,120.0,0.0,0.0,0.0
1553973770791911202,95.0,103.0,108.0,0.0,0.0,0.0
1553973770845457149,93.0,111.0,120.0,0.0,0.0,0.0
1553973770894350611,95.0,104.0,106.0,0.0,0.0,0.0
1553973770947531211,96.0,118.0,171.0,0.0,0.0,0.0
1553973770997573755,98.0,104.0,106.0,0.0,0.0,0.0
1553973771050519400,95.0,113.0,109.0,0.0,0.0,0.0
1553973771103225325,94.0,104.0,108.0,0.0,0.0,0.0
1553973771152335615,95.0,104.0,84.0,0.0,0.0,0.0
1553973771205565687,94.0,111.0,104.0,0.0,0.0,0.0
1553973771254811428,97.0,104.0,85.0,0.0,0.0,0.0
1553973771307974878,95.0,115.0,101.0,0.0,0.0,0.0
1553973771357230627,97.0,105.0,97.0,0.0,0.0,0.0
1553973771410486925,95.0,112.0,74.0,0.0,0.0,0.0
1553973771464218470,91.0,102.0,78.0,0.0,0.0,0.0
1553973771513335289,97.0,106.0,90.0,0.0,0.0,0.0
1553973771566491874,95.0,115.0,111.0,0.0,0.0,0.0
1553973771615680506,96.0,103.0,78.0,0.0,0.0,0.0
1553973771669048517,92.0,114.0,90.0,0.0,0.0,0.0
1553973771717993876,94.0,104.0,108.0,0.0,0.0,0.0
