%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1553973808600010360,97.0,104.0,13.0,0.0,0.0,0.0
1553973808648922249,94.0,111.0,11.0,0.0,0.0,0.0
1553973808702528579,96.0,105.0,13.0,0.0,0.0,0.0
1553973808751830177,92.0,114.0,12.0,0.0,0.0,0.0
1553973808804786024,94.0,103.0,13.0,0.0,0.0,0.0
1553973808857713113,94.0,111.0,13.0,0.0,0.0,0.0
1553973808907136926,92.0,102.0,13.0,0.0,0.0,0.0
1553973808960367437,95.0,104.0,13.0,0.0,0.0,0.0
1553973809009359941,93.0,111.0,13.0,0.0,0.0,0.0
1553973809062518586,96.0,104.0,13.0,0.0,0.0,0.0
1553973809111756677,92.0,114.0,12.0,0.0,0.0,0.0
1553973809165325310,94.0,103.0,13.0,0.0,0.0,0.0
1553973809214191604,95.0,111.0,12.0,0.0,0.0,0.0
1553973809267392621,93.0,103.0,11.0,0.0,0.0,0.0
1553973809320647065,96.0,105.0,13.0,0.0,0.0,0.0
1553973809369813564,93.0,115.0,12.0,0.0,0.0,0.0
1553973809423034340,96.0,105.0,12.0,0.0,0.0,0.0
1553973809472284053,94.0,115.0,12.0,0.0,0.0,0.0
1553973809525470037,93.0,103.0,12.0,0.0,0.0,0.0
1553973809578686342,95.0,107.0,13.0,0.0,0.0,0.0
1553973809628019207,91.0,106.0,12.0,0.0,0.0,0.0
1553973809681116623,96.0,105.0,15.0,0.0,0.0,0.0
1553973809730247707,92.0,113.0,12.0,0.0,0.0,0.0
1553973809783879455,98.0,103.0,13.0,0.0,0.0,0.0
1553973809832709241,94.0,112.0,13.0,0.0,0.0,0.0
1553973809885877365,93.0,102.0,13.0,0.0,0.0,0.0
1553973809935122055,96.0,108.0,13.0,0.0,0.0,0.0
1553973809988299200,92.0,109.0,13.0,0.0,0.0,0.0
1553973810041525675,96.0,106.0,12.0,0.0,0.0,0.0
1553973810090756620,93.0,115.0,12.0,0.0,0.0,0.0
1553973810143917170,96.0,104.0,13.0,0.0,0.0,0.0
1553973810193212676,94.0,114.0,13.0,0.0,0.0,0.0
1553973810246286095,93.0,103.0,13.0,0.0,0.0,0.0
1553973810295619056,96.0,106.0,13.0,0.0,0.0,0.0
1553973810348902866,93.0,110.0,12.0,0.0,0.0,0.0
1553973810398064844,96.0,104.0,13.0,0.0,0.0,0.0
1553973810451158143,92.0,113.0,11.0,0.0,0.0,0.0
1553973810500410331,95.0,103.0,13.0,0.0,0.0,0.0
1553973810553593533,95.0,113.0,13.0,0.0,0.0,0.0
1553973810606888358,93.0,104.0,15.0,0.0,0.0,0.0
1553973810656016754,95.0,106.0,15.0,0.0,0.0,0.0
1553973810709225197,92.0,110.0,12.0,0.0,0.0,0.0
1553973810758442245,97.0,105.0,11.0,0.0,0.0,0.0
1553973810811609247,92.0,115.0,12.0,0.0,0.0,0.0
1553973810860861829,95.0,104.0,14.0,0.0,0.0,0.0
1553973810914098337,95.0,113.0,13.0,0.0,0.0,0.0
1553973810963290376,93.0,104.0,13.0,0.0,0.0,0.0
1553973811016553407,95.0,104.0,13.0,0.0,0.0,0.0
1553973811069618888,93.0,111.0,12.0,0.0,0.0,0.0
1553973811118869617,97.0,105.0,13.0,0.0,0.0,0.0
1553973811172027620,92.0,114.0,13.0,0.0,0.0,0.0
1553973811221633492,94.0,102.0,13.0,0.0,0.0,0.0
1553973811274469503,94.0,111.0,12.0,0.0,0.0,0.0
1553973811323797297,91.0,102.0,12.0,0.0,0.0,0.0
1553973811376890991,95.0,103.0,13.0,0.0,0.0,0.0
1553973811426224669,92.0,111.0,12.0,0.0,0.0,0.0
1553973811479509956,97.0,105.0,13.0,0.0,0.0,0.0
1553973811532517700,94.0,115.0,13.0,0.0,0.0,0.0
1553973811582040468,96.0,104.0,13.0,0.0,0.0,0.0
1553973811635390204,97.0,111.0,13.0,0.0,0.0,0.0
1553973811684831961,92.0,103.0,12.0,0.0,0.0,0.0
1553973811737806401,93.0,104.0,13.0,0.0,0.0,0.0
1553973811787189821,92.0,113.0,11.0,0.0,0.0,0.0
1553973811840132675,96.0,104.0,13.0,0.0,0.0,0.0
1553973811893323426,93.0,114.0,12.0,0.0,0.0,0.0
1553973811942601317,95.0,103.0,11.0,0.0,0.0,0.0
1553973811995723160,96.0,107.0,11.0,0.0,0.0,0.0
1553973812045023072,91.0,106.0,13.0,0.0,0.0,0.0
1553973812098186646,95.0,105.0,13.0,0.0,0.0,0.0
1553973812147454344,91.0,114.0,17.0,0.0,0.0,0.0
1553973812200618290,95.0,104.0,18.0,0.0,0.0,0.0
1553973812249860057,92.0,114.0,16.0,0.0,0.0,0.0
1553973812303008813,94.0,101.0,14.0,0.0,0.0,0.0
1553973812356190070,94.0,105.0,14.0,0.0,0.0,0.0
1553973812405329567,91.0,106.0,13.0,0.0,0.0,0.0
1553973812458593516,96.0,105.0,14.0,0.0,0.0,0.0
1553973812507837459,93.0,114.0,13.0,0.0,0.0,0.0
1553973812560992913,95.0,104.0,13.0,0.0,0.0,0.0
1553973812610273362,93.0,112.0,13.0,0.0,0.0,0.0
1553973812663444158,94.0,101.0,11.0,0.0,0.0,0.0
1553973812712997233,96.0,106.0,13.0,0.0,0.0,0.0
1553973812765939927,91.0,108.0,14.0,0.0,0.0,0.0
1553973812819101043,95.0,105.0,14.0,0.0,0.0,0.0
1553973812868268187,92.0,115.0,16.0,0.0,0.0,0.0
1553973812921505773,95.0,102.0,17.0,0.0,0.0,0.0
1553973812970698961,93.0,112.0,15.0,0.0,0.0,0.0
1553973813023869098,91.0,102.0,19.0,0.0,0.0,0.0
1553973813073114632,96.0,105.0,17.0,0.0,0.0,0.0
1553973813126350137,92.0,109.0,15.0,0.0,0.0,0.0
1553973813175542690,98.0,106.0,22.0,0.0,0.0,0.0
1553973813228711071,92.0,114.0,28.0,0.0,0.0,0.0
1553973813281871733,96.0,104.0,26.0,0.0,0.0,0.0
1553973813331137939,94.0,113.0,52.0,0.0,0.0,0.0
1553973813384318547,91.0,102.0,38.0,0.0,0.0,0.0
1553973813433607870,93.0,105.0,72.0,0.0,0.0,0.0
1553973813486776579,95.0,114.0,126.0,0.0,0.0,0.0
1553973813536410714,100.0,109.0,136.0,0.0,0.0,0.0
1553973813589621330,101.0,123.0,182.0,0.0,0.0,0.0
1553973813638075401,98.0,109.0,204.0,0.0,0.0,0.0
1553973813691412072,98.0,117.0,193.0,0.0,0.0,0.0
1553973813740536708,99.0,109.0,165.0,0.0,0.0,0.0
1553973813793688460,100.0,108.0,147.0,0.0,0.0,0.0
1553973813846875307,94.0,114.0,170.0,0.0,0.0,0.0
1553973813896038317,100.0,108.0,173.0,3.0,0.0,0.0
1553973813949625651,95.0,118.0,185.0,1.0,0.0,0.0
1553973813998872651,97.0,104.0,153.0,0.0,0.0,0.0
1553973814052080054,99.0,115.0,177.0,0.0,0.0,0.0
1553973814100910421,92.0,104.0,184.0,0.0,0.0,0.0
1553973814154065693,97.0,104.0,173.0,0.0,0.0,0.0
1553973814203713748,97.0,115.0,186.0,0.0,0.0,0.0
1553973814256581629,107.0,112.0,188.0,0.0,0.0,0.0
1553973814310129904,101.0,119.0,151.0,0.0,0.0,0.0
1553973814359434413,99.0,106.0,155.0,0.0,0.0,0.0
1553973814412176284,99.0,110.0,133.0,0.0,0.0,0.0
1553973814461422460,94.0,107.0,119.0,0.0,0.0,0.0
1553973814514592243,98.0,107.0,105.0,0.0,0.0,0.0
1553973814567768223,95.0,116.0,111.0,0.0,0.0,0.0
1553973814617440159,100.0,106.0,94.0,0.0,0.0,0.0
1553973814670207898,96.0,118.0,114.0,0.0,0.0,0.0
1553973814720294399,96.0,105.0,94.0,0.0,0.0,0.0
1553973814772614706,98.0,108.0,72.0,0.0,0.0,0.0
1553973814821860352,91.0,107.0,99.0,0.0,0.0,0.0
1553973814875034995,99.0,107.0,86.0,0.0,0.0,0.0
1553973814924300812,89.0,114.0,108.0,0.0,0.0,0.0
1553973814977472750,94.0,103.0,98.0,0.0,0.0,0.0
1553973815031589021,94.0,112.0,65.0,0.0,0.0,0.0
1553973815080329223,95.0,103.0,89.0,0.0,0.0,0.0
1553973815135318306,99.0,111.0,142.0,0.0,0.0,0.0
1553973815182606587,96.0,111.0,140.0,1.0,0.0,0.0
1553973815235504657,99.0,106.0,96.0,0.0,0.0,0.0
1553973815284692735,94.0,117.0,152.0,0.0,0.0,0.0
