%time,field.linear.x,field.linear.y,field.linear.z,field.angular.x,field.angular.y,field.angular.z
1553969325866646674,37.0,0.0,13.0,2.0,37.0,33.0
1553969325919787867,37.0,0.0,11.0,3.0,38.0,33.0
1553969325973569644,37.0,0.0,12.0,3.0,38.0,67.0
1553969326022193409,38.0,0.0,13.0,2.0,38.0,32.0
1553969326075544489,39.0,0.0,11.0,2.0,38.0,74.0
1553969326124648926,37.0,0.0,12.0,3.0,39.0,31.0
1553969326177802760,39.0,0.0,12.0,3.0,39.0,49.0
1553969326227133475,37.0,0.0,14.0,3.0,38.0,37.0
1553969326280485230,38.0,0.0,12.0,1.0,39.0,33.0
1553969326329484356,37.0,0.0,13.0,3.0,37.0,70.0
1553969326382667216,39.0,0.0,13.0,3.0,40.0,31.0
1553969326431983739,39.0,0.0,13.0,2.0,38.0,73.0
1553969326485268481,38.0,0.0,12.0,3.0,38.0,31.0
1553969326538611106,39.0,0.0,12.0,1.0,39.0,45.0
1553969326587511317,38.0,0.0,13.0,2.0,39.0,40.0
1553969326641590248,38.0,0.0,12.0,3.0,40.0,34.0
1553969326689912902,37.0,0.0,13.0,2.0,37.0,70.0
1553969326743120050,38.0,0.0,11.0,3.0,38.0,31.0
1553969326792343349,38.0,0.0,12.0,2.0,38.0,72.0
1553969326845749577,37.0,0.0,12.0,4.0,37.0,31.0
1553969326894786840,38.0,0.0,12.0,2.0,38.0,41.0
1553969326947971762,38.0,0.0,13.0,2.0,38.0,54.0
1553969327001349890,39.0,0.0,12.0,3.0,39.0,31.0
1553969327050427361,38.0,0.0,12.0,2.0,37.0,74.0
1553969327103586789,39.0,0.0,12.0,2.0,37.0,30.0
1553969327156798126,38.0,0.0,12.0,2.0,38.0,58.0
1553969327206006953,37.0,0.0,12.0,3.0,37.0,33.0
1553969327259218455,38.0,0.0,13.0,4.0,38.0,31.0
1553969327308468280,37.0,0.0,12.0,1.0,38.0,63.0
1553969327361624782,39.0,0.0,13.0,3.0,39.0,31.0
1553969327410925931,38.0,0.0,13.0,2.0,38.0,74.0
1553969327464046475,38.0,0.0,14.0,2.0,38.0,30.0
1553969327513302975,39.0,0.0,12.0,2.0,39.0,55.0
1553969327566615271,37.0,0.0,12.0,2.0,38.0,34.0
1553969327619656308,39.0,0.0,13.0,3.0,37.0,32.0
1553969327668904728,38.0,0.0,12.0,2.0,39.0,65.0
1553969327722083600,40.0,0.0,12.0,2.0,38.0,32.0
1553969327771396277,37.0,0.0,12.0,2.0,38.0,73.0
1553969327824676578,37.0,0.0,13.0,1.0,37.0,30.0
1553969327874376696,38.0,0.0,14.0,1.0,38.0,50.0
1553969327926940570,37.0,0.0,12.0,1.0,37.0,36.0
1553969327976219186,38.0,0.0,12.0,3.0,38.0,32.0
1553969328029361782,38.0,0.0,13.0,2.0,38.0,69.0
1553969328078618465,37.0,0.0,12.0,1.0,37.0,31.0
1553969328131748665,38.0,0.0,13.0,2.0,38.0,73.0
1553969328185153092,38.0,0.0,12.0,2.0,37.0,31.0
1553969328234358165,38.0,0.0,12.0,3.0,37.0,46.0
1553969328287382418,40.0,0.0,12.0,2.0,37.0,37.0
1553969328336599032,37.0,0.0,11.0,3.0,38.0,33.0
1553969328389850622,37.0,0.0,12.0,2.0,40.0,71.0
1553969328439047418,37.0,0.0,13.0,2.0,38.0,31.0
1553969328492183910,38.0,0.0,12.0,2.0,38.0,71.0
1553969328541426093,38.0,0.0,11.0,2.0,38.0,31.0
1553969328594666924,38.0,0.0,13.0,3.0,37.0,42.0
1553969328647839230,38.0,0.0,12.0,2.0,38.0,42.0
1553969328697060576,38.0,0.0,11.0,2.0,38.0,33.0
1553969328750216852,37.0,0.0,12.0,2.0,38.0,73.0
1553969328799481184,37.0,0.0,13.0,2.0,37.0,30.0
1553969328852699917,38.0,0.0,14.0,1.0,38.0,70.0
1553969328901931391,37.0,0.0,13.0,2.0,38.0,31.0
1553969328955073235,38.0,0.0,13.0,3.0,37.0,38.0
1553969329004314831,37.0,0.0,12.0,4.0,38.0,49.0
1553969329057462488,37.0,0.0,13.0,2.0,38.0,32.0
1553969329110646432,39.0,0.0,12.0,2.0,39.0,74.0
1553969329159925085,38.0,0.0,12.0,2.0,38.0,30.0
1553969329213243495,39.0,0.0,13.0,1.0,38.0,67.0
1553969329262324285,38.0,0.0,12.0,2.0,38.0,32.0
1553969329316171578,38.0,0.0,13.0,3.0,39.0,36.0
1553969329364782896,37.0,0.0,12.0,2.0,38.0,54.0
1553969329418065454,37.0,0.0,12.0,3.0,37.0,32.0
1553969329471203814,38.0,0.0,12.0,2.0,38.0,75.0
1553969329520423098,36.0,0.0,13.0,2.0,37.0,31.0
1553969329573646391,35.0,0.0,13.0,2.0,37.0,53.0
1553969329623538519,38.0,0.0,14.0,2.0,38.0,33.0
1553969329676177949,38.0,0.0,12.0,3.0,38.0,31.0
1553969329729187562,38.0,0.0,12.0,2.0,38.0,68.0
1553969329778512469,38.0,0.0,13.0,2.0,37.0,32.0
1553969329831626358,38.0,0.0,12.0,2.0,37.0,73.0
1553969329880860861,36.0,0.0,12.0,2.0,36.0,30.0
1553969329934045915,37.0,0.0,13.0,3.0,37.0,47.0
